Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice
1212,DiSaronna Amaretto Sour VAP,750mL,717,15596.83,21.752900976290096
1214,Apple Orchard Liqueur,750mL,61,609.39,9.99
1215,Tullibardine Sherry Finish,750mL,7,454.92999999999995,64.99
1220,Woodford Reserve Bourbon,750mL,1016,34109.840000000004,33.572677165354335
1225,Jack Daniels Holiday Slct 13,750mL,4,239.96,59.99
1226,Lexington Bourbon,750mL,142,3910.58,27.539295774647886
1228,Glenfiddich Ancient RSV 18,750mL,71,6814.29,95.97591549295774
1230,Booker's Bourbon,50mL,40,159.6,3.9899999999999998
1231,Jack Daniels No 7 Black,375mL,2258,29331.420000000002,12.99
1232,Jack Daniels No 7 Black,750mL,4806,111201.94,23.138148148148147
1233,Jack Daniels No 7 Black,1.75L,9578,344712.22000000003,35.99
1236,Southern Comfort & Egg Nog,1.75L,19,438.81,23.09526315789474
1237,Jack Daniels Single Barrel,750mL,317,15601.83,49.21712933753943
1238,The Glenlivet 12 Yr Single,50mL,692,3453.08,4.99
1239,Booker's Bourbon,750mL,254,12951.460000000001,50.99
1240,Remy Martin VSOP Gift Pack,750mL,4,145.96,36.49
1242,Jeremiah Weed Cinnamon Whsky,750mL,13,142.87,10.99
1244,Jack Daniels Winter Jack,750mL,469,7465.31,15.917505330490407
1248,Tullibardine Sauterne Finish,750mL,4,259.96,64.99
1252,Jim Beam Bonded Bourbon,750mL,67,1205.33,17.99
1253,Tullibardine Burgundy Finish,750mL,2,129.98,64.99
1258,Jim Beam Black,750mL,314,7218.86,22.99
1259,St George Gin 3/200mls Combo,200mL 3 Pk,24,671.76,27.99
1261,Jim Beam Kentucky Fire,50mL,1789,1771.1100000000001,0.9900000000000001
1262,Fitch's Goat Moonshine,750mL,27,593.7299999999999,21.989999999999995
1267,Fitch's Goat 100% Corn Whsky,750mL,16,479.84,29.99
1269,Jeffersons Bourbon,750mL,937,25221.629999999997,26.917427961579506
1271,Jeffersons Reserve Bourbon,750mL,211,10547.890000000001,49.99000000000001
1273,Jim Beam Choice,1.75L,182,5690.179999999999,31.264725274725272
1274,No. 14 Bourbon,750mL,2,89.98,44.99
1276,Jack Daniels Single Barrel,50mL,472,2355.28,4.99
1278,Jim Beam Black,1.75L,663,23232.370000000003,35.04128205128205
1281,Benchmark Old #8 Bourbon,1.75L,942,14120.58,14.99
1282,Small Batch 1792,750mL,218,6393.82,29.3294495412844
1295,Jack Daniels No 7 Black,100mL,1564,6240.360000000001,3.99
1296,Tap 357 Maple Rye Whisky,750mL,47,1268.53,26.99
1309,Makers Mark Cask Strength,750mL,28,1679.72,59.99
1323,Early Times,1.75L,473,9364.269999999999,19.797610993657504
1328,Ole Smoky Peach Moonshine,750mL,16,255.84,15.99
1330,Grey Goose Glass Pack,1.75L,146,8232.54,56.38726027397261
1336,Gr Marnier Cordon Rouge VAP,750mL,151,4317.49,28.592649006622516
1339,The Glenlivet 12 Yr Single,Liter,85,4053.15,47.68411764705883
1340,Jim Beam Jacob's Ghost,750mL,137,2484.6299999999997,18.135985401459852
1341,Red Stag Black Cherry,375mL,5,42.45,8.49
1343,Jack Daniels Sinatra Select,Liter,16,2655.84,165.99
1345,Basil Hayden Bourbon,750mL,900,35017.0,38.90777777777778
1346,Knob Creek Bourbon,750mL,1994,60007.06,30.093811434302907
1347,Bakers Bourbon,750mL,86,3439.1400000000003,39.99
1348,Knob Creek Bourbon,375mL,1046,17006.54,16.25864244741874
1352,Patron Anejo Clsc Gift Set,750mL,3,185.97,61.99
1355,Knob Creek Bourbon,50mL,1754,6121.46,3.49
1358,Knob Creek Bourbon,1.75L,316,19593.84,62.00582278481013
1359,Knob Creek Rye,750mL,387,10832.13,27.99
1361,BenRiach 1994,750mL,13,2469.87,189.98999999999998
1364,Bols Pumpkin Spice,750mL,25,249.75,9.99
1365,Stoli Mini Bar 5/50mLs Pack,50mL 5 Pk,609,4865.91,7.989999999999999
1366,Red Stag by Jim Beam,50mL,5188,6692.52,1.29
1373,Jim Beam Honey,750mL,1155,16684.95,14.445844155844156
1375,Jim Beam,750mL,2368,34526.32,14.580371621621621
1376,Jim Beam,1.75L,7362,169922.38,23.081007878293942
1378,Jim Beam,375mL,2015,19122.35,9.489999999999998
1379,Jim Beam Traveler,750mL,1280,18673.2,14.588437500000001
1380,Bulleit 95 Rye,1.75L,371,18258.29,49.213719676549864
1382,Makers 46,750mL,310,12876.900000000001,41.5383870967742
1384,Bulleit 95 Rye,750mL,1744,45659.56,26.180940366972475
1385,Makers Mark,750mL,3122,84609.78,27.1011467008328
1386,George Dickel No 8 Bourbon,750mL,130,2790.7,21.466923076923077
1388,Red Stag by Jim Beam,1.75L,475,11931.25,25.11842105263158
1389,Makers Mark,50mL,1745,5217.55,2.99
1390,Makers Mark,Liter,24,864.76,36.031666666666666
1392,Red Stag Hardcore Cider,750mL,39,576.11,14.772051282051283
1393,Jim Beam,200mL,186,928.1400000000001,4.99
1394,Makers Mark,375mL,598,9908.019999999999,16.56859531772575
1395,Old Crow,750mL,929,7518.71,8.093336921420883
1396,Old Crow,1.75L,1280,20047.2,15.661875
1397,Jim Beam Kentucky Fire,750mL,739,10676.11,14.446698240866036
1398,Blantons Sgl Barrel Bourbon,750mL,264,15021.36,56.89909090909091
1399,Jim Beam Signature Craft,750mL,51,1886.49,36.99
1404,Woodford Rsv Master Coll Pnt,750mL,1,99.99,99.99
1408,Southern Comfort Holiday Spi,750mL,12,107.88,8.99
1414,Bacardi 8 Gift Set,750mL,27,669.73,24.804814814814815
1415,Old Grand Dad,750mL,883,11566.17,13.09872027180068
1416,Old Grand Dad,1.75L,32,895.68,27.99
1424,Bulleit Bourbon,375mL,259,3526.41,13.615482625482626
1425,Granite Lightning Whiskey,750mL,31,867.6899999999999,27.99
1464,Tin Cup Whiskey,750mL,203,5123.969999999999,25.241231527093593
1465,Woodford Rsv Bourbon,375mL,1375,20923.25,15.216909090909091
1468,Knob Creek Single Barrel Rsv,750mL,293,13538.07,46.205017064846416
1474,George Dickel #12 Sour Mash,750mL,15,389.84999999999997,25.99
1476,Jim Beam Traveler,1.75L,4015,88839.84999999999,22.12698630136986
1479,Ten High,1.75L,975,12381.75,12.69923076923077
1483,DeKuyper Cane Trial Pack,50mL 4 Pk,94,281.06,2.99
1492,The Glenlivet Oloroso Nadu,750mL,5,394.95,78.99
1505,Cleveland Christmas Bourbon,750mL,30,839.7,27.990000000000002
1515,Old Overholt,750mL,364,5221.36,14.344395604395604
1516,DiSaronno Versace Wrap VAP,750mL,3,71.97,23.99
1520,Pinnacle Vodka Cane 4/50mls,50mL 4 Pk,671,2677.29,3.9899999999999998
1535,Gentleman Jack,50mL,464,1851.3600000000001,3.99
1542,Bowen's American Whiskey,750mL,39,1169.61,29.99
1545,Gentleman Jack,750mL,1006,29413.94,29.238508946322067
1550,Jack Daniels Tennessee Fire,100mL,1103,4400.97,3.99
1556,Kahlua w/50mL Absolut+Glass,750mL,217,4296.83,19.8010599078341
1565,Galliano Tiki Gift Pack,375mL,4,75.96,18.99
1591,Carstairs White Seal,1.75L,35,454.65,12.99
1595,Gentleman Jack,375mL,654,10457.460000000001,15.990000000000002
1598,Johnnie Walker Odyssey,750mL,1,949.99,949.99
1623,Bulleit 95 Rye,375mL,741,10653.59,14.37731443994602
1634,The Famous Grouse,1.75L,699,24225.01,34.656666666666666
1637,Fleischmanns Preferred,1.75L,1389,15497.11,11.15702663786897
1639,The Famous Grouse,750mL,437,8774.63,20.07924485125858
1657,Dalwhinnie Distillers Edtion,750mL,72,5039.28,69.99
1663,Jim Beam Maple,50mL,1549,1533.51,0.99
1667,Redbreast 21 Yr Old Irish,750mL,1,249.99,249.99
1672,Hpnotiq Sparkle,750mL,40,799.5999999999999,19.99
1676,Wild Turkey Master Keepers,750mL,5,749.95,149.99
1692,Everclear 151,750mL,397,7882.03,19.853979848866498
1711,Ole Smoky Blackberry M'Shine,750mL,3,62.97,20.99
1715,Ole Smoky Apple Pie Moonshne,750mL,200,3795.9999999999995,18.979999999999997
1722,Jack Daniels Sinatra Century,Liter,7,3149.9300000000003,449.99000000000007
1725,Ole Smoky White Lightnin',750mL,314,5960.86,18.983630573248405
1727,West Cork Irish Whiskey,750mL,314,6904.86,21.99
1728,Aberlour 16 Year Old Single,750mL,136,7745.64,56.95323529411765
1733,Ole Smoky Moonshine Peaches,750mL,23,436.77,18.99
1734,Duggans Dew O Kirkintilloch,1.75L,469,10822.81,23.0763539445629
1737,Makers Mark,1.75L,1648,78147.52,47.419611650485436
1738,Ole Smoky Moonshine Cherries,750mL,356,6806.44,19.119213483146066
1740,Glenkinchie 12 YO Scotch,750mL,36,2145.64,59.60111111111111
1744,Old Forester 100 Bourbon,750mL,146,3231.54,22.133835616438358
1746,Tomatin 12 Yr Old Scotch,750mL,127,3667.73,28.879763779527558
1748,William Grant Scotch,750mL,257,3923.43,15.266264591439688
1758,Aberlour Glenlivet 12 Yr,750mL,377,15122.230000000001,40.112015915119365
1760,William Grant Scotch,1.75L,251,6523.49,25.99
1762,Ole Smoky Blue Flame,750mL,18,341.82,18.99
1767,Buffalo Trace Bourbon,750mL,1152,28788.48,24.99
1770,Jack Daniels Tennessee Fire,1.75L,683,26508.170000000002,38.81137628111274
1771,Jack Daniels Tennessee Fire,50mL,13,38.870000000000005,2.99
1781,Wild Turkey Russell's Rsv,750mL,100,5444.0,54.44
1788,Knappogue Castle Irish 12 Yr,750mL,18,719.82,39.99
1789,Jack Daniels Tennesse Fire,750mL,1787,41878.13,23.434879686625628
1790,Morrigan Irish Whiskey,750mL,21,419.78999999999996,19.99
1798,Talisker Distillers Edition,750mL,30,2099.7,69.99
1817,Irishman Founders RSV Whisky,750mL,220,4855.799999999999,22.071818181818177
1835,Knappogue Castle Irish Whsky,750mL,127,4402.7300000000005,34.66716535433071
1836,Tyrconnell Irish Whiskey,750mL,105,3153.95,30.037619047619046
1845,Cluny Scotch Whiskey,1.75L,200,3544.0,17.72
1848,Oban Little Bay Single Malt,750mL,70,4409.3,62.99
1860,Bruichladdich Islay Barley,750mL,13,879.8699999999999,67.68230769230769
1862,John Power Irish Whiskey,750mL,233,6055.67,25.990000000000002
1864,1792 Port Finish Bourbon,750mL,14,559.86,39.99
1867,Jack Daniels Tennessee Honey,50mL,1982,5926.18,2.99
1868,Lagavulin Single Malt 16-Yr,750mL,449,32977.509999999995,73.446570155902
1869,Oban 14-Yr Single Malt,750mL,479,29445.21,61.47225469728601
1870,Oban Distiller's Edition,750mL,106,8478.939999999999,79.98999999999998
1874,Bruichladdich Octomore 61,750mL,10,1099.8999999999999,109.98999999999998
1875,Bushmills Black Bush,750mL,206,6337.94,30.76669902912621
1876,Midleton Rare Irish Whiskey,750mL,26,4014.7400000000002,154.41307692307694
1878,Jim Beam White BBQ Sauce Pak,750mL,52,781.48,15.028461538461539
1880,The Glenlivet Nadurra 16 Yr,750mL,62,4480.38,72.2641935483871
1883,Seagrams 7 Crown,1.75L,2663,47907.369999999995,17.99
1886,Seagrams 7 Crown,750mL,851,9352.49,10.99
1888,El Toro Silver Tequila,Liter,3,23.97,7.989999999999999
1889,El Toro Gold Tequila,Liter,62,495.38,7.99
1890,Jameson 12 Year Old,750mL,101,6058.99,59.989999999999995
1891,Oban 18 Yr Single Malt,750mL,3,299.96999999999997,99.99
1892,Yukon Jack,50mL,23121,22889.79,0.99
1893,Port Charlotte Scotch Barley,750mL,21,1344.79,64.03761904761905
1895,Senators Club,Liter,175,1223.25,6.99
1896,The Glenlivet 18 Yr Single,750mL,115,11963.849999999999,104.03347826086956
1920,Bowman Brothers Small Batch,750mL,22,659.78,29.99
1921,Glenfiddich Special Rsv 12,1.75L,401,27353.989999999998,68.21443890274314
1927,Jack Daniels Barrel Proof,750mL,2,139.98,69.99
1932,Jim Beam Devils Cut Bourbon,50mL,50,49.5,0.99
1955,Jack Daniels Tennessee Honey,375mL,1388,18030.12,12.989999999999998
1956,Balvenie 12 Yr Doublewood S,750mL,395,23693.05,59.98240506329114
1961,Everclear 151,1.75L,275,9528.25,34.64818181818182
1962,Jim Beam Apple,750mL,1270,18348.3,14.447480314960629
1964,Jim Beam Single Barrel,750mL,76,2529.2400000000002,33.27947368421053
1972,Admiral Nelson Egg Nog,750mL,30,209.7,6.989999999999999
1982,Herradura Silver Tequila,375mL,3,65.97,21.99
1985,Collier & McKeel Whiskey,750mL,2,97.98,48.99
1987,White Mountain Moonshine,375mL,35,664.65,18.99
1991,The Macallan M Decanter,750mL,1,4999.99,4999.99
1997,Charles Goodnight Bourbon,750mL,7,300.93,42.99
1999,Old Forrester 1870 Craft,750mL,31,1388.69,44.796451612903226
2000,John Taylor Velvet Falernum,750mL,1,15.99,15.99
2008,Rebel Yell Small Batch Rye,750mL,188,3919.12,20.846382978723405
2015,Jack Daniels Tennessee Honey,750mL,2308,53722.92,23.27682842287695
2016,Ardbeg Perpetuum Single Malt,750mL,8,799.92,99.99
2017,Redbreast Irish Whiskey,750mL,193,12438.07,64.4459585492228
2024,Black Velvet Toasted Caramel,375mL,79,473.21000000000004,5.99
2026,Camarena Silver Tequila,750mL,308,5848.919999999999,18.99
2027,Mayfair London Dry Gin,750mL,9,213.91,23.767777777777777
2028,Herradura Reposado #9 Careta,750mL,1,45.99,45.99
2029,Springbank 10 Yr Scotch,750mL,21,1553.79,73.99
2030,Glen Moray 12 Yr Scotch,750mL,143,4447.57,31.10188811188811
2034,Glendalough Double Barrel,750mL,149,4319.509999999999,28.989999999999995
2035,Glen Moray Classic Scotch,750mL,211,4243.889999999999,20.11322274881516
2036,Jim Beam Signature Craft Ltd,750mL,16,591.84,36.99
2037,Jim Beam Honey,50mL,1795,1777.05,0.99
2039,Herradura Reposado #14 BtB,750mL,12,587.88,48.99
2041,Redbreast 15 Yr Old Irish,750mL,64,5759.36,89.99
2042,Amador Double Barrel Bourbon,750mL,17,679.83,39.99
2043,I.W. Harper Bourbon,750mL,66,1994.34,30.217272727272725
2045,Monkey 47 Dry Gin,375mL,135,5128.650000000001,37.99
2047,Sheep Dip Scotch,750mL,93,3254.07,34.99
2050,Tomatin 18 Yr Single Malt,750mL,8,629.92,78.74
2054,Johnnie Walker Select Casks,750mL,120,5278.8,43.99
2058,Booth's Cask Mellowed Gin,750mL,5,219.95000000000002,43.99
2062,Woodford Reserve Bourbon,1.75L,296,18912.039999999997,63.89202702702702
2065,Kuhl Coconut Water Vodka,750mL,4,47.96,11.99
2071,Bird Dog Maple Whiskey,750mL,11,192.39,17.49
2074,Ardbeg Auriverdes Scotch,750mL,2,199.98,99.99
2075,Jim Beam Distlrs Masterpiece,750mL,6,1199.94,199.99
2082,Balvenie 15 Yr Sherry Cask,750mL,46,4629.54,100.64217391304348
2083,Flag Hill Straight Bourbon,750mL,140,5598.6,39.99
2085,Jesse James America's Outlaw,750mL,307,4294.93,13.99
2086,Jefferson's Rsv Groth Resrve,750mL,19,1519.81,79.99
2087,Uncle Val's Peppered Gin,750mL,14,475.86,33.99
2088,The Glenlivet 25 Yr Old,750mL,2,599.98,299.99
2089,Bloom Gin,750mL,49,1077.51,21.99
2096,The Macallan Edition No 1,750mL,36,3599.64,99.99
2098,Snake River Stampede Whisky,750mL,54,1187.46,21.990000000000002
2100,Canadian Regal,1.75L,1629,16273.710000000001,9.99
2101,New Amsterdam Gin,375mL,119,712.8100000000001,5.99
2103,Coldcock American Herbal Whi,750mL,61,1158.3899999999999,18.99
2104,Westland American Sngle Malt,750mL,6,449.94,74.99
2105,Black Velvet Toasted Caramel,750mL,844,8431.56,9.99
2106,Elijah Craig 18 Yr,750mL,4,519.96,129.99
2108,Ole Smoky Strawberry Lightin,750mL,1,15.99,15.99
2109,Lagavulin Distillers Edition,750mL,34,3059.66,89.99
2112,Cutty Sark Prohibition,750mL,83,1874.1699999999998,22.58036144578313
2114,Black Velvet Canadian Whisky,1.75L,6858,91191.42,13.297086614173228
2115,Black Velvet,750mL,154,1014.46,6.587402597402598
2116,Sapling Maple Bourbon,750mL,91,3619.09,39.77021978021978
2117,Black Velvet Traveler,750mL,1624,13300.76,8.19012315270936
2118,The Glenturret 27 Yr Old,750mL,4,799.96,199.99
2119,Glendalough 13 Yr Sngle Malt,750mL,15,1274.85,84.99
2120,Canadian Club,1.75L,8732,138316.68,15.840206138341731
2121,Canadian Club Traveler,750mL,612,6634.88,10.841307189542484
2122,Canadian Club 1858,750mL,1041,11248.59,10.80556195965418
2123,Angel's Envy Rye,750mL,53,4239.47,79.99000000000001
2125,Glenfiddich 14 Yr Barrel Rsv,750mL,171,8588.29,50.22391812865498
2127,Canadian Ltd,1.75L,7499,78664.51,10.489999999999998
2129,Ole Smoky Charred Tennesse,750mL,4,75.96,18.99
2130,Bully Boy American Whiskey,750mL,65,1949.35,29.99
2131,Jack Daniels No 7 Black Trav,375mL,763,9911.37,12.99
2132,Lord Calvert Canadian,1.75L,705,9157.95,12.99
2134,Canadian Ltd,375mL,1,2.49,2.49
2136,Elijah Craig 12 Yr Bourbon,750mL,308,8928.92,28.990000000000002
2137,Glen Moray 10 Yr Chard Cask,750mL,6,242.94000000000003,40.49
2142,Bird Dog Apple Whiskey,750mL,369,5501.31,14.908699186991871
2143,Canadian Mist,1.75L,2441,37761.590000000004,15.46972142564523
2145,WolfHound Irish Whiskey,750mL,266,4785.339999999999,17.99
2148,Canadian Mist Traveler,750mL,495,4336.05,8.75969696969697
2149,Canadian Ltd Traveler,750mL,987,7047.13,7.139949341438704
2152,New Amsterdam Gin,750mL,1128,11371.72,10.081312056737588
2153,Black Velvet Cinnamon Rush,750mL,170,1698.3,9.99
2155,McClelland Islay Single Malt,1.75L,214,8075.860000000001,37.73766355140187
2156,(RI) 1,750mL,40,1470.6000000000001,36.765
2158,Sortilege Liqueur,375mL,148,2958.52,19.99
2159,Connemara Irish Whiskey,750mL,61,2664.3900000000003,43.67852459016394
2161,Canadian Club Classic,750mL,222,4663.78,21.008018018018017
2162,Djinn Spirits Gin,750mL,25,843.75,33.75
2163,Sloane's Gin,750mL,49,1054.51,21.520612244897958
2164,New Amsterdam Gin,1.75L,1718,29284.82,17.045878928987193
2170,Woodford Reserve Bourbon,50mL,702,2449.98,3.49
2171,Pike Creek Canadian Whisky,750mL,91,2262.0899999999997,24.858131868131863
2181,Bird Dog Apple Whiskey,50mL,29,28.71,0.99
2182,McClelland Islay Single Mal,750mL,81,1541.1899999999998,19.027037037037037
2183,McClelland Highland Single,750mL,311,5953.889999999999,19.14434083601286
2184,Bonnie Rose Orange Peel,750mL,28,435.72,15.561428571428573
2186,Label 5 Scotch 12 Yr,750mL,15,479.84999999999997,31.99
2188,Wiggly Bridge White Whisky,750mL,1,49.99,49.99
2189,Cleveland Black Rsv Whiskey,750mL,62,1659.3799999999999,26.764193548387095
2193,Donegal Irish Whiskey,750mL,24,565.76,23.573333333333334
2199,St George Terrior Gin,750mL,76,2486.2400000000002,32.71368421052632
2200,Bonnie Rose Spiced Apple,750mL,40,628.6,15.715
2202,Karner Blue Gin,750mL,105,3148.95,29.99
2207,Glenrothes Sherry Cask Rsv,750mL,36,2159.64,59.989999999999995
2208,WhistlePig 10 Yr Old Rye,750mL,147,11038.529999999999,75.09204081632652
2209,Pendleton 1910,750mL,49,1469.51,29.99
2212,Canadian Rich & Rare,1.75L,319,4030.81,12.63576802507837
2213,King Robert II Scotch Whisky,1.75L,12,227.87999999999997,18.99
2214,James E Pepper Bourbon,750mL,87,2960.13,34.02448275862069
2215,Ole Smoky Harley-Davidson,750mL,6,113.94,18.99
2218,Glen Moray 16 Yr Old Scotch,750mL,6,347.94,57.99
2226,Jim Beam Devils Cut,1.75L,210,7767.900000000001,36.99
2230,Egan's Single Malt Irish Wh,750mL,7,349.93,49.99
2232,Sipsmith Gin,750mL,33,1307.67,39.626363636363635
2235,Deanston SM Virgin Oak,750mL,78,2312.22,29.64384615384615
2237,Edradour 10 Yr Single Malt,750mL,48,2735.52,56.99
2238,Aviation American Gin,750mL,38,1102.62,29.01631578947368
2239,Rebel Yell American Whisky,750mL,66,1385.34,20.99
2241,Death's Door Gin,750mL,113,2936.87,25.99
2242,Cles des Ducs Armagnac VSOP,750mL,69,1517.31,21.99
2245,DUKE Kentucky Bourbon,750mL,112,4134.88,36.91857142857143
2246,Speyburn Brandan Orach,750mL,274,5203.259999999999,18.99
2247,Balvenie Portwood 21 Yr Sin,750mL,17,3714.83,218.51941176470586
2250,Jack Daniels Family 4 Pk/50m,50mL 4 Pk,44,571.5600000000001,12.990000000000002
2252,Buck Bourbon 8 Yr,750mL,2,59.98,29.99
2254,Canadian Club Triple Aged,750mL,375,5403.25,14.408666666666667
2258,Dewars Special Reserve 12 Yr,375mL,207,3208.93,15.50207729468599
2262,Black Button Citrus Gin,750mL,44,1391.56,31.626363636363635
2263,Prichards Tennesse Whiskey,750mL,2,55.98,27.99
2270,Laphroaig Triple Wood,750mL,47,3617.5299999999997,76.96872340425531
2271,Jailers Tennessee Whiskey,750mL,2,59.98,29.99
2277,Kilbeggan Irish Whiskey,750mL,1,22.99,22.99
2280,The Botanist Islay Dry Gin,750mL,151,5585.490000000001,36.99
2287,Johnnie Walker Double Black,750mL,369,15400.310000000001,41.73525745257453
2290,Jim Beam Devils Cut Bourbon,750mL,318,7712.82,24.254150943396226
2292,Glenrothes Single Malt Scot,750mL,7,323.93,46.27571428571429
2294,Yellow Stone Ltd Edition 15,750mL,4,419.96,104.99
2295,Balvenie 15 Yr Single Malt,750mL,4,359.96,89.99
2301,Glen Moray 25 Yr Portwood,750mL,5,1199.95,239.99
2302,St George Botanivore Gin,750mL,92,2759.08,29.99
2303,Glenfiddich Age of Discovery,750mL,2,299.98,149.99
2308,Wild Turkey Honey VAP,750mL,9,161.91,17.99
2310,Ungava Gin,750mL,54,1685.46,31.212222222222223
2320,The Tweeddale 12 Yr Old,750mL,1,52.99,52.99
2329,Craigellachie 13 Yr Scotch,750mL,3,164.97,54.99
2333,Bruichladdich Scotish Barley,750mL,64,3199.36,49.99
2339,Alberta Rye Dark Batch,750mL,105,2308.95,21.99
2349,Blood Oath Bourbon,750mL,1,89.99,89.99
2358,Rebellion Bourbon,750mL,1,26.99,26.99
2366,Templeton Rye Whiskey,750mL,237,9266.630000000001,39.099704641350215
2368,Balvenie 17 Yr Doublewood,750mL,43,6029.570000000001,140.2225581395349
2369,Amrut Fusion Single Malt,750mL,11,729.8899999999999,66.35363636363635
2373,Jim Beam Maple,750mL,1140,16465.6,14.443508771929823
2374,Tullamore Dew,1.75L,385,16099.150000000001,41.81597402597403
2382,Ophir London Dry Gin,750mL,83,2296.17,27.664698795180723
2384,Old Tahoe Straight Rye,750mL,5,199.95000000000002,39.99
2392,Crown Royal 75th Anniversary,750mL,23,1609.77,69.99
2396,Auchentoshan Classic Scotch,750mL,1,29.99,29.99
2398,Tullamore Dew,750mL,526,13471.74,25.61167300380228
2401,Sea Hagg Poitin White Whisky,200mL,2,17.98,8.99
2412,JP Wiser's Rye,750mL,136,2912.64,21.416470588235292
2418,Crown Royal Regal Apple,750mL,1932,44219.68,22.888033126293998
2421,Highland Park Odin,750mL,2,699.98,349.99
2426,The Glenlivet 15Yr FrenchOak,750mL,481,26285.190000000002,54.64696465696466
2427,13th Colony Sthrn Corn Whsky,750mL,5,149.95,29.99
2432,Crown Royal,750mL,2994,74896.06,25.015384101536405
2433,Crown Royal X R Extra Rare,750mL,38,5015.620000000001,131.99
2435,Crown Royal RSV,750mL,177,7255.2300000000005,40.99
2436,Crown Royal,375mL,1236,18527.64,14.99
2438,Crown Royal Special Reserve,1.75L,87,6350.129999999999,72.99
